id,name,category,expected_direction,main_horizon,test_status,n_events,ret_T1_mean,ret_T5_mean,ret_T20_mean,n_labeled,mean,std,win_rate,t_stat,p_value,effect_size,fdr_passed,q_value
B1,RSI<30 & MFI<20,double,positive,5,hypothesis_test,729,-0.0003204332061960175,0.007959319818307897,0.025847143374534573,729,0.007959319818307897,0.07232576634222618,0.5363511659807956,2.9713011830038023,0.001531541028108125,0.11004819196310378,True,0.004594623084324375
B2,RSI<30 & 볼린저 하단,double,positive,5,hypothesis_test,2426,0.0024866020524794553,0.01178663433403449,0.013501693947409117,2421,0.01178663433403449,0.09611903754241102,0.5662949194547707,6.033617733722865,9.248206705302817e-10,0.12262538863681216,True,1.664677206954507e-08
B4,RSI>70 & MFI>80,double,negative,5,hypothesis_test,2239,-0.01147613327620323,-0.009902171018032422,-0.009860920073747247,2239,-0.009902171018032422,0.14512469888767213,0.38365341670388564,-3.2286140904159435,0.0006309555103100887,-0.06823215547683441,True,0.002064945306469381
B5,RSI>70 & 볼린저 상단,double,negative,5,hypothesis_test,3560,-0.009362746731669373,-0.01057824896167743,-0.01308603865631386,3557,-0.01057824896167743,0.14061098984011897,0.3803767219567051,-4.486797313120108,3.7295007484764893e-06,-0.07523059878680448,True,2.685240538903072e-05
B6,MFI>80 & 볼린저 상단,double,negative,5,hypothesis_test,3881,-0.00940860493657333,-0.008862553669776958,-0.006595855704695033,3881,-0.008862553669776958,0.13225953513632868,0.3767070342695182,-4.174492716471076,1.5260199499712028e-05,-0.06700880704473773,True,9.156119699827217e-05
B35,ROE 상위 풀 ∩ RSI<30,double,positive,20,hypothesis_test,961,0.005098630821271296,0.012837012219926005,0.01939244458132442,961,0.01939244458132442,0.12775368062402614,0.5150884495317378,4.7056631095448695,1.4509355147489309e-06,0.15179558417886677,True,1.3058419632740378e-05
B38,PBR 하위 풀 ∩ MACD 골든,double,positive,20,hypothesis_test,4004,4.749284620696036e-05,-0.0004146243386924522,0.008252896315987617,3997,0.008252896315987617,0.1369261140374053,0.45809357017763325,3.8105457484591865,7.037321575828339e-05,0.06027262494087214,True,0.00031667947091227526
B27,악재공시 & RSI<30,double,two_sided,5,hypothesis_test,42,-0.07234355369565272,-0.07641975807853582,-0.021111663258632212,42,-0.07641975807853582,0.1281955005429688,0.23809523809523808,-3.8632918803265563,0.00039035970372197144,-0.5961188790157367,True,0.0015614388148878857
B28,호재공시 & RSI>70,double,two_sided,5,hypothesis_test,107,0.07662648863045587,0.08593210429286169,0.07852465027052775,107,0.08593210429286169,0.1252139871682261,0.7757009345794392,7.098956104399984,1.4909552576570747e-10,0.6862819900256921,True,5.367438927565469e-09
C2,RSI>70 & MFI>80 & 거래량 급증,triple,negative,5,hypothesis_test,1407,-0.013598132391922573,-0.012854809638573288,-0.013328468656729394,1407,-0.012854809638573288,0.14501177513040361,0.3646055437100213,-3.3251361275599662,0.00045326219245392504,-0.08864666077643311,True,0.0016317438928341304
C3,RSI<30 & 볼린저 하단 & 거래량 급증,triple,positive,5,hypothesis_test,634,-0.00040407023795146563,0.010403164722852134,0.011140754815651134,633,0.010403164722852134,0.10910229165311273,0.5371248025276462,2.399017727854957,0.008363892331845679,0.09535239420935965,True,0.02316154799588034
C4,RSI>70 & 볼린저 상단 & 거래량 급증,triple,negative,5,hypothesis_test,2406,-0.010569944973612593,-0.011322697086516762,-0.01147205182957589,2406,-0.011322697086516762,0.13981108678146742,0.3765586034912718,-3.972428497697459,3.661753959705121e-05,-0.08098568823955123,True,0.00018831877507054906
C6,RSI>70 & MFI>80 & 볼린저 상단,triple,negative,5,hypothesis_test,1473,-0.015220785995007268,-0.017454619840389336,-0.017500154160707812,1473,-0.017454619840389336,0.14046231999572756,0.35980991174473864,-4.769270229222961,1.0161135596938443e-06,-0.12426549583489901,True,1.2193362716326133e-05
